user_id,avg_memory,wall_clock,system_time,blanks,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
Stratocoder,0,0.00,0.00,4,-,C++,44,0,0,0,0,0,8,0,0,35976,-,-,2508,0.00
SunshineX,0,0.41,0.00,5,-,C++,81,0,0,0,0,0,7,0,0,40696,-,-,2628,0.41
Sylvus,0,0.00,0.00,11,-,C++,70,0,0,0,0,0,26,0,0,67008,-,-,2468,0.00
TK305,-,-,-,15,-,C#,76,-,0,-,-,1,2,-,-,4096,""": Unexpected symbol `)'", expecting `,"' or ` ' """,: System.IO.FileNotFoundException
TLN,-,-,-,8,-,C++,61,-,1,-,-,-1,5,-,-,-,No such file or directory,-,-,-
Tadrion,-,-,-,8,-,C++,100,-,0,-,-,-15,8,-,-,58224,-,Timeout,-,-
Takuma,-,-,-,9,-,C++,61,-,1,-,-,-1,2,-,-,-,No such file or directory,-,-,-
Tan909090909090,0,0.03,0.00,4,-,C#,51,0,0,0,0,0,0,0,0,4608,-,-,12644,0.02
Tangjz,0,0.00,0.00,0,-,C++,52,0,0,0,0,0,1,0,0,16696,-,-,2460,0.00
Taras,0,0.04,0.00,27,-,Java,93,0,0,0,0,0,5,64,0,2682,-,-,21696,0.04
Tata201201,0,0.42,0.02,0,-,C++,41,0,0,0,0,0,0,137144,0,9480,-,-,2348,0.40
Tato,0,0.02,0.00,21,-,C#,76,0,0,0,0,0,2,8,0,4608,-,-,11192,0.02
Te4NIK,0,0.00,0.00,13,-,C++,114,0,0,0,0,0,2,0,0,11952,-,-,2548,0.00
Temirulan,-,-,-,12,-,C++,86,-,0,-,-,-15,0,-,-,27544,-,Timeout,-,-
Tenor12,0,0.00,0.00,4,-,C++,33,0,0,0,0,0,0,0,0,18392,-,-,2516,0.00
TerryMcGinnis,0,0.00,0.00,3,-,C++,68,0,0,0,0,0,1,0,0,10104,-,-,2520,0.00
ThanadeeW,-,-,-,36,-,C++,227,-,1,-,-,-1,18,-,-,-,No such file or directory,-,-,-
ThatMathGuy,0,0.00,0.00,16,-,C++,70,0,0,0,0,0,0,0,0,11096,-,-,2552,0.00
TheParadoxTurtle,0,0.08,0.01,3,-,Java,37,0,0,0,0,0,0,64,0,1166,-,-,24756,0.06
TheYen,0,0.00,0.00,16,-,C++,63,0,0,0,0,0,0,0,0,26920,-,-,2480,0.00
ThetaGo,0,0.00,0.00,7,-,C++,56,0,0,0,0,0,9,0,0,10128,-,-,2660,0.00
TimeDragon,-,-,-,2, lm ,C,32,-,0,-,-,-15,4,-,-,7656,-,Timeout,-,-
TimonKnigge,0,0.00,0.00,11,-,C++,73,0,0,0,0,0,0,0,0,19120,-,-,2532,0.00
Tish,0,0.00,0.00,30,-,C++,227,0,0,0,0,0,8,0,0,42432,-,-,2636,0.00
Toby,0,0.00,0.00,10,-,C++,48,0,0,0,0,0,0,0,0,10152,-,-,2460,0.00
Tomi,0,0.00,0.00,5,-,C++,31,0,0,0,0,0,0,0,0,7800,-,-,2260,0.00
Tomtomgo,0,0.00,0.00,14,-,C++,45,0,0,0,0,0,2,0,0,24936,-,-,2488,0.00
Torstein,0,0.00,0.00,4,2.7,Python,27,8,0,0,0,0,2,0,0,1100,-,-,6664,0.00
Toshico,0,0.04,0.00,8,-,Java,69,0,0,0,0,1,0,64,0,2404,-,java,21548,0.04
TrentonO,0,5.78,0.00,13,2.7,Python,29,0,0,0,0,0,2,8,0,1691,-,-,6824,5.78
TrevorDasch,-,-,-,22,-,C#,98,-,0,-,-,1,1,-,-,4608,: Unexpected symbol `)' /home/useruser/datacollection/solutions_5646553574277120,: System.IO.FileNotFoundException,-,-
Trexer,0,0.04,0.00,5,-,Java,49,0,0,0,0,1,0,64,0,1611,-,java,21332,0.04
TrungHieu11,0,0.04,0.00,23,-,Java,192,0,0,0,0,1,5,64,0,1614,-,jav,21648,0.04
TryAndSee,0,0.00,0.00,5,-,C++,36,0,0,0,0,0,3,0,0,23040,-,-,2492,0.00
Tsirif,0,0.01,0.00,3,2.7,Python,32,8,0,0,0,0,10,0,0,1647,-,-,7160,0.00
Tutorial,0,0.01,0.00,7,3.5,Python,18,0,0,0,0,0,0,0,0,871,-,-,7856,0.00
TwoFx,-,-,-,20,-,C#,146,-,0,-,-,1,7,-,-,12800,""": Unexpected symbol `)'"," expecting ` ' or `}' """,: System.IO.FileNotFoundException,-
TwoTonTunic,-,-,-,7,-,C++,27,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Uriel,0,0.00,0.00,4,-,C++,48,0,1,0,0,127,1,0,0,-,Unknown error,Command not found,1340,0.00
Uyas,0,0.00,0.00,4,-,C++,44,0,0,0,0,0,0,0,0,18016,-,-,2512,0.00
VArtem,0,0.05,0.00,13,-,Java,78,0,0,0,0,0,2,72,0,1976,-,-,21924,0.05
ValenKof,-,-,-,27,-,C++,74,-,1,-,-,-1,31,-,-,-,No such file or directory,-,-,-
Vaness,0,0.00,0.00,9,-,C++,65,0,0,0,0,0,1,0,0,30912,-,-,2640,0.00
VanillaMilkTea,0,0.00,0.00,18,-,C++,53,0,1,0,0,127,4,0,0,-,Unknown error,Command not found,1392,0.00
Venox,0,0.04,0.00,18,2.7,Python,50,0,0,0,0,0,9,8,0,2165,-,-,21252,0.03
VishalTheBeast,-,-,-,0,-,C++,64,-,0,-,-,-15,7,-,-,11288,-,Timeout,-,-
Vishap,0,0.00,0.00,14,-,C++,88,0,0,0,0,0,13,0,0,42328,-,-,2516,0.00
Vitaliy,0,0.00,0.00,3,-,C,37,0,0,0,0,0,0,0,0,7800,-,-,1412,0.00
VittorioIt,0,0.02,0.00,2,-,C#,62,0,0,0,0,0,0,8,0,4096,-,-,10364,0.02
Volkyoe,0,0.00,0.00,0,-,C++,35,0,0,0,0,0,3,0,0,8264,-,-,2236,0.00
VuryLeo,0,0.01,0.00,2,2.7,Python,21,8,0,0,0,0,3,0,0,957,-,-,6672,0.00
Vytis,0,0.01,0.00,5,2.7,Python,23,8,0,0,0,0,1,0,0,1187,-,-,6708,0.00
WARLOCK,0,0.00,0.00,8,-,C++,79,0,0,0,0,0,0,0,0,10216,-,-,2320,0.00
WarriorWithin,0,0.00,0.00,28,-,C++,120,0,0,0,0,0,4,0,0,10184,-,-,2476,0.00
Weiheng,0,0.00,0.00,5,-,C++,72,0,0,0,0,0,0,0,0,25216,-,-,2472,0.00
Weijie,0,0.00,0.00,6,-,C++,59,0,0,0,0,0,10,0,0,45384,-,-,2456,0.00
WenStrong,0,0.16,0.00,4,-,Java,75,0,0,0,0,0,0,72,0,2602,-,-,45616,0.18
WenX,-,-,-,6,-,C++,45,-,1,-,-,-1,2,-,-,-,not declared,-,-,-
Werkov,0,0.10,0.00,7,2.7,Python,27,8,0,0,0,0,1,0,0,1810,-,-,6700,0.09
WhyNot,0,0.00,0.00,4,-,C++,29,0,0,0,0,0,0,0,0,7336,-,-,2368,0.00
Winsen,0,0.00,0.00,0,-,C++,36,0,0,0,0,0,1,0,0,10352,-,-,2416,0.00
Wsxhwyy,-,-,-,4,-,C++,104,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
XDannyOrz,0,0.00,0.00,10,-,C,49,0,0,0,0,139,5,0,0,7640,-,Segmentation fault,1376,0.00
Xanathor,0,0.00,0.00,22,-,C++,80,0,0,0,0,0,12,0,0,9616,-,-,2360,0.00
XanderZonneveld,0,0.08,0.00,12,-,Java,45,0,0,0,0,0,3,64,0,1356,-,-,30024,0.08
Ximera,0,0.00,0.00,6,-,C++,74,0,0,0,0,0,7,0,0,35552,-,-,2580,0.00
YXR,0,0.00,0.00,0,-,C++,37,0,0,0,0,0,0,0,0,16736,-,-,2540,0.00
YYOne,0,0.00,0.00,38,-,C++,154,0,0,0,0,0,1,0,0,53848,-,-,2652,0.00
Yak,-,-,-,17,-,C++,73,-,1,-,-,-1,3,-,-,-,No such file or directory,-,-,-
Yan418,0,0.00,0.00,2,-,C++,40,0,0,0,0,0,0,0,0,21848,-,-,2504,0.00
Yarin,0,0.04,0.00,23,-,Java,125,0,1,0,0,1,4,64,0,-,cannot find symbol,java,21440,0.04
Ydrojen,0,0.06,0.00,33,-,Java,173,0,0,0,0,0,2,72,0,3200,-,-,23736,0.05
Yen,0,0.04,0.00,9,-,C++,56,0,0,0,0,0,3,0,0,41952,-,-,2636,0.02
Ygge,0,0.71,0.03,7,-,Java,73,0,0,0,0,0,0,72,0,2692,-,-,155476,0.67
YixianChen,0,0.00,0.00,5,2.7,Python,37,8,0,0,0,0,13,0,0,2484,-,-,7064,0.00
YousefSalama,0,0.00,0.00,6,-,C++,49,0,0,0,0,0,1,0,0,16992,-,-,2544,0.00
Yury,0,0.01,0.00,18,3.5,Python,58,0,0,0,0,0,4,0,0,-,-,-,8540,0.01
Yusan,0,0.04,0.00,9,2.7,Python,61,8,0,0,0,0,5,0,0,2494,-,-,6936,0.03
Yuxiang,0,0.00,0.00,1,-,C++,58,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1420,0.00
Yuzuki,0,0.20,0.00,0,-,C++,69,0,0,0,0,0,0,0,0,10136,-,-,2668,0.19
Z0RR0,0,0.00,0.00,12,-,C++,95,0,0,0,0,0,0,8,0,11176,-,-,2692,0.00
ZAB,0,0.00,0.00,24,-,C++,115,0,0,0,0,0,10,0,0,70448,-,-,2572,0.00
ZILIANG,0,0.00,0.00,13,2.7,Python,33,8,0,0,0,0,0,0,0,1382,-,-,6732,0.00
ZPJ,0,0.00,0.00,3,-,C++,45,0,0,0,0,0,0,0,0,11848,-,-,2496,0.00
Zacky,0,0.00,0.00,22,-,C++,70,0,0,0,0,0,113,0,0,10256,-,-,2620,0.00
Zaic,0,0.01,0.00,15,-,C++,73,0,0,0,0,0,0,0,0,16672,-,-,2548,0.00
Zapata,0,0.08,0.00,22,-,Java,66,0,0,0,0,0,3,64,0,2253,-,-,25448,0.07
Zark,0,0.00,0.00,21,-,C++,137,0,0,0,0,0,0,0,0,22392,-,-,2500,0.00
ZeRoGerc,0,0.00,0.00,14,-,C++,69,0,0,0,0,0,0,0,0,10552,-,-,2540,0.00
Zengineer,0,0.01,0.00,6,2.7,Python,36,0,0,0,0,0,3,8,0,1157,-,-,6776,0.01
Zephyr111,-,-,-,6,2.7,Python,35,-,0,-,-,1,3,-,-,2090,-,TypeError,-,-
ZeroTone,0,0.00,0.00,7,-,C++,71,0,0,0,0,0,0,0,0,57248,-,-,2596,0.00
ZhNV,0,0.00,0.00,10,-,C++,102,0,0,0,0,0,0,0,0,25120,-,-,2512,0.00
Zimmux,0,0.01,0.00,2,2.7,Python,29,8,0,0,0,0,1,0,0,1143,-,-,6564,0.00
ZooL,0,0.00,0.00,14,-,C++,95,0,0,0,0,0,6,0,0,15944,-,-,2596,0.00
Zwergesel,0,0.00,0.00,6,-,C++,46,0,0,0,0,0,1,0,0,10952,-,-,2640,0.00
a1ex,-,-,-,14,3.5,Python,51,-,0,-,-,1,1,-,-,2168,-,SyntaxError,-,-
aabhishek007,0,0.11,0.00,44,-,Java,127,0,0,0,0,0,12,72,0,3663,-,-,31560,0.10
aan93,0,0.00,0.00,0,-,C++,38,0,0,0,0,0,0,0,0,36384,-,-,2628,0.00
aashishrathi,0,0.00,0.00,2,-,C++,29,0,0,0,0,0,0,0,0,18432,-,-,2380,0.00
abbasc,-,-,-,9,-,C++,49,-,0,-,-,-15,2,-,-,32712,-,Timeout,-,-
abc3141,0,0.00,0.00,2,-,C++,47,0,0,0,0,0,0,0,0,10536,-,-,2624,0.00
abear888,0,0.05,0.00,2,-,Java,61,0,0,0,0,0,0,72,0,2307,-,-,23016,0.04
abhay26,0,0.00,0.00,0,-,C++,80,0,0,0,0,0,8,0,0,41240,-,-,2616,0.00
abhaygarg,0,1.73,0.03,1,-,C++,54,0,0,0,0,0,2,137344,0,27144,-,-,2680,1.69
abhi270595,0,0.00,0.00,2,-,C++,26,0,0,0,0,0,0,0,0,11072,-,-,2328,0.00
abhiraj26,0,0.00,0.00,3,-,C++,64,0,0,0,0,0,2,0,0,18528,-,-,2552,0.00
abhisar17,0,0.00,0.00,6,-,C++,92,0,0,0,0,0,3,0,0,30384,-,-,2776,0.00
abhishekgarg2009,0,0.00,0.00,0,-,C++,86,0,0,0,0,0,7,0,0,20816,-,-,2728,0.00
abhishekmitro,0,0.04,0.00,10,-,Java,73,0,0,0,0,1,2,64,0,2541,-,java,21404,0.04
abhisheksaini,0,0.00,0.00,3,-,C++,30,0,0,0,0,0,0,0,0,9912,-,-,2616,0.00
abrackadabra,0,0.05,0.00,44,-,Java,184,0,0,0,0,1,5,64,0,1614,-,jav,21648,0.04
abshkmodi,-,-,-,24,-,C++,74,-,1,-,-,-1,1,-,-,-,not declared,-,-,-
acguy,0,0.00,0.00,9,-,C++,36,0,0,0,0,0,12,0,0,34896,-,-,2700,0.00
addie9000,0,1.97,0.00,14,2.7,Python,45,8,0,0,0,0,1,0,0,2288,-,-,7072,1.96
adelnobel,-,-,-,9,-,C++,72,-,0,-,-,-15,8,-,-,21752,-,Timeout,-,-
adilliadil,0,0.08,0.00,3,-,Java,34,0,0,0,0,0,0,64,0,1438,-,-,25236,0.08
adityajain95,0,0.00,0.00,4,-,C++,48,0,0,0,0,0,0,0,0,10872,-,-,2644,0.00
adityavikram,0,0.00,0.00,43,-,C++,268,0,0,0,0,0,35,0,0,129304,-,-,2544,0.00
adnim7,0,0.00,0.00,8,-,C++,50,0,0,0,0,0,0,0,0,33296,-,-,2496,0.00
aekt,0,0.00,0.00,2,-,C++,36,0,0,0,0,0,0,0,0,7768,-,-,2372,0.00
afedulin,0,0.00,0.00,4,-,C++,49,0,0,0,0,0,0,0,0,9952,-,-,2460,0.00
agaga,0,0.00,0.00,0,-,C++,33,0,0,0,0,0,0,0,0,7656,-,-,2272,0.00
aggelgian,0,2.22,0.00,6,2.7,Python,29,8,0,0,0,0,2,0,0,1675,-,-,6912,2.14
agkdc,-,-,-,6,3.5,Python,24,-,0,-,-,1,4,-,-,1326,-,ImportError,-,-
agw,0,0.00,0.00,25,-,C++,68,0,0,0,0,0,0,0,0,35440,-,-,2512,0.00
ahmedhamed,0,4.34,3.09,7,-,C++,50,0,0,0,0,0,0,137216,0,11808,-,-,2624,1.24
ajkrish95,0,0.00,0.00,24,-,C++,85,0,0,0,0,0,1,0,0,9984,-,-,2520,0.00
akaki,0,0.00,0.00,7,-,C++,66,0,0,0,0,0,3,0,0,11344,-,-,2484,0.00
akashin,-,-,-,9,-,C++,55,-,0,-,-,-15,5,-,-,38576,-,Timeout,-,-
akhtyamovpavel,0,0.00,0.00,11,-,C++,82,0,1,0,0,127,8,0,0,-,Unknown error,Command not found,1428,0.00
alanubi,0,0.00,0.00,5,-,C++,46,0,0,0,0,0,0,0,0,8488,-,-,2456,0.00
alapshin,0,0.00,0.00,17,-,C++,75,0,0,0,0,0,20,0,0,21760,-,-,2476,0.00
alculquicondor,0,0.00,0.00,6,-,C++,36,0,0,0,0,0,2,0,0,10192,-,-,2592,0.00
alexeyk,0,0.20,0.00,20,-,C#,116,0,0,0,0,0,1,8,0,5120,-,-,15264,0.20
alexjthat,0,0.04,0.00,7,-,Java,68,0,0,0,0,1,3,64,0,2600,-,jav,21776,0.04
alexmat21,0,0.00,0.00,5,-,C++,60,0,0,0,0,0,2,0,0,10048,-,-,2616,0.00
aliher1911,0,0.05,0.00,20,-,Java,173,0,0,0,0,0,33,64,0,5087,-,-,23612,0.04
aliquis,0,0.00,0.00,3,-,C,69,0,0,0,0,0,0,0,0,7936,-,-,1388,0.00
alison,0,0.01,0.00,4,-,C++,51,0,0,0,0,0,3,0,0,21784,-,-,2764,0.00
alistar,0,0.00,0.00,11,-,C++,76,0,0,0,0,0,1,0,0,12304,-,-,2496,0.00
alladdin,0,0.00,0.00,5,-,C++,53,0,0,0,0,0,0,0,0,10344,-,-,2320,0.00
allancrempel,-,-,-,21,-,Java,115,-,1,-,-,-1,3,-,-,-,Unknown error,-,-,-
altimin,0,0.00,0.00,8,2.7,Python,20,8,0,0,0,0,0,0,0,958,-,-,6572,0.00
amalykh,0,0.00,0.00,16,-,C++,86,0,0,0,0,0,0,0,0,20792,-,-,2556,0.00
amharc,-,-,-,16,-,C++,52,-,0,-,-,-15,0,-,-,43760,-,Timeout,-,-
amirka,0,0.05,0.00,14,-,Java,95,0,0,0,0,0,0,72,0,1924,-,-,53168,0.05
amitsaharana,0,0.00,0.00,2,-,C++,34,0,0,0,0,0,0,0,0,11224,-,-,2528,0.00
amokam,0,0.00,0.00,1,-,C++,32,0,0,0,0,0,0,0,0,7384,-,-,2352,0.00
anan109432,0,0.01,0.00,0,-,C++,74,0,0,0,0,0,3,0,0,11248,-,-,2616,0.00
andreyv,0,0.00,0.00,6,-,C++,117,0,0,0,0,0,2,0,0,27680,-,-,2512,0.00
andryej,0,0.00,0.00,5,-,C++,42,0,0,0,0,0,4,0,0,7944,-,-,2332,0.00
andyseve,0,0.00,0.00,1,-,C++,56,0,0,0,0,0,0,936,0,16864,-,-,2748,0.00
andyyang200,0,4.24,3.13,0,-,C++,126,0,0,0,0,0,1,137512,0,43024,-,-,2664,1.10
anhhung4u,0,0.00,0.00,17,-,C++,73,0,0,0,0,0,5,944,0,8952,-,-,2576,0.00
aniket20,0,5.19,0.00,2,-,C++,95,0,0,0,0,0,3,0,0,22776,-,-,2716,5.18
ankitg364,0,0.00,0.00,3,-,C++,38,0,0,0,0,0,2,0,0,8312,-,-,2608,0.00
anonanimal,0,3.18,0.02,19,-,Java,66,0,0,0,0,0,6,64,0,1619,-,-,58724,3.14
anorange0409,0,0.50,0.02,1,-,C++,35,0,0,0,0,0,0,137160,0,10024,-,-,2576,0.47
antonpp,-,-,-,8,-,C++,85,-,0,-,-,-15,0,-,-,60384,-,Timeout,-,-
anuj000,0,0.00,0.00,14,-,C++,289,0,1,0,0,127,3,0,0,-,Unknown error,Command not found,1432,0.00
anuj95,0,0.00,0.00,5,-,C++,106,0,0,0,0,134,0,0,0,39192,-,underflow error reading the file,2564,0.00
anujbhambhani,0,1.79,0.02,3,-,C++,58,0,0,0,0,0,0,137280,0,17712,-,-,2484,1.28
anujm08,-,-,-,1,-,C++,53,-,0,-,-,-15,0,-,-,9912,-,Timeout,-,-
aphi,0,0.01,0.00,18,2.7,Python,32,8,0,0,0,0,4,0,0,1070,-,-,6740,0.00
apiapiapiad,0,0.00,0.00,1,-,C++,36,0,0,0,0,0,1,0,0,10936,-,-,2752,0.00
apronchenkov,0,0.00,0.00,9,-,C++,57,0,0,0,0,0,2,0,0,27648,-,-,2484,0.00
araver,0,0.06,0.00,22,-,Java,81,0,0,0,0,0,12,72,0,2754,-,-,24032,0.05
arghyasur,0,0.05,0.00,13,-,Java,45,0,0,0,0,0,6,64,0,1622,-,-,23192,0.04
arjunsanjeev7,0,0.00,0.00,4,-,C++,54,0,0,0,0,0,0,0,0,11072,-,-,2620,0.00
arkar,0,0.01,0.00,14,2.7,Python,20,8,0,0,0,0,12,0,0,797,-,-,6724,0.00
artheru,0,0.00,0.00,4,-,C++,33,0,0,0,0,0,0,0,0,10624,-,-,2588,0.00
arthurpd,0,5.08,0.00,6,-,C++,62,0,0,0,0,0,5,0,0,9480,-,-,2356,5.08
aruff1,0,0.00,0.00,0,2.7,Python,19,8,0,0,0,0,0,0,0,710,-,-,6796,0.00
asdsteven,0,0.06,0.00,4,-,C++,48,0,0,0,0,0,0,0,0,9384,-,-,2432,0.06
ashish1610,0,0.00,0.00,0,-,C++,78,0,0,0,0,0,5,0,0,32200,-,-,2652,0.00
ashishn42,0,0.00,0.00,2,-,C++,45,0,0,0,0,0,0,0,0,34544,-,-,2792,0.00
ashkan13,0,0.00,0.00,8,-,C++,69,0,0,0,0,0,10,0,0,28440,-,-,2572,0.00
ashoka1980,0,0.00,0.00,12,-,C,48,0,0,0,0,0,0,0,0,7672,-,-,1376,0.00
ashwini007k,0,0.00,0.00,1,-,C++,42,0,0,0,0,0,4,8,0,11168,-,-,2576,0.00
asterius,0,0.00,0.00,0,-,C++,29,0,0,0,0,0,3,0,0,21576,-,-,2712,0.00
astrid,-,-,-,9,-,C++,98,-,0,-,-,-15,0,-,-,48128,-,Timeout,-,-
asundqui,-,-,-,7,-,C++,75,-,0,-,-,-15,13,-,-,35280,-,Timeout,-,-
asvikr,-,-,-,4,-,C++,44,-,0,-,-,-15,1,-,-,35288,-,Timeout,-,-
athoscouto,0,0.00,0.00,5,-,C++,19,0,0,0,0,0,0,0,0,9480,-,-,2700,0.00
aurinegro,0,0.00,0.00,8,-,C++,73,0,0,0,0,0,0,0,0,17528,-,-,2504,0.00
av159,0,0.00,0.00,4,-,C++,36,0,0,0,0,0,0,0,0,18408,-,-,2480,0.00
avakar,0,0.01,0.00,8,2.7,Python,33,8,0,0,0,0,1,0,0,1336,-,-,6824,0.00
avelino2013,0,0.00,0.00,1,-,C++,36,0,0,0,0,0,0,0,0,22136,-,-,2640,0.00
averm,0,0.04,0.00,12,-,Java,72,0,0,0,0,0,9,64,0,2620,-,-,21468,0.03
avoronov,0,0.00,0.00,14,-,C++,71,0,0,0,0,0,0,0,0,47200,-,-,2492,0.00
avv,0,0.34,0.00,24,-,C++,86,0,0,0,0,0,2,8,0,33256,-,-,2644,0.32
ayemos,0,0.05,0.00,27,-,Java,102,0,0,0,0,0,10,64,0,4060,-,-,23216,0.04
ayon,0,1.20,0.02,38,-,C++,84,0,0,0,0,0,2,137160,0,10016,-,-,2608,1.16
azlhust,0,0.00,0.00,3,-,C++,34,0,0,0,0,0,0,0,0,17568,-,-,2452,0.00
backsider,0,0.02,0.00,0,-,C++,70,0,0,0,0,0,19,0,0,19016,-,-,2792,0.02
bakesz,0,0.04,0.00,18,-,Java,87,0,0,0,0,1,31,64,0,2543,-,java.lang.Arra,21660,0.04
balee,0,0.09,0.00,12,-,Java,52,0,0,0,0,0,2,64,0,2072,-,-,25544,0.08
bananaphone,0,0.00,0.00,8,2.7,Python,22,8,0,0,0,0,0,0,0,1152,-,-,6708,0.00
battuzz94,0,0.00,0.00,7,-,C++,32,0,0,0,0,0,1,0,0,35600,-,-,2608,0.00
bauldaise,-,-,-,4,-,C++,34,-,0,-,-,-15,0,-,-,10144,-,Timeout,-,-
bayleef,0,0.00,0.00,5,-,C++,67,0,0,0,0,0,0,0,0,10096,-,-,2604,0.00
bdzl,0,0.00,0.00,4,-,C++,43,0,0,0,0,134,0,0,0,19336,-,underflow error reading the file,2484,0.00
beans,0,0.00,0.00,0,-,C++,40,0,0,0,0,0,2,0,0,13208,-,-,2744,0.00
beilinli,0,0.00,0.00,10,-,C++,36,0,1,0,0,127,20,0,0,-,Unknown error,Command not found,1388,0.00
berger,0,0.00,0.00,7,-,C++,48,0,0,0,0,0,1,0,0,16392,-,-,2356,0.00
bernardofpc,0,1.14,0.04,6,2.7,Python,31,8,0,0,0,0,2,0,0,1630,-,-,58264,1.09
bgamlath,0,0.06,0.00,31,-,Java,143,0,0,0,0,0,3,72,0,4650,-,-,23496,0.05
bgdr,0,0.00,0.00,5,-,C++,28,0,0,0,0,0,0,0,0,43872,-,-,2352,0.00
bhrigudov,0,0.00,0.00,13,-,C++,37,0,0,0,0,0,19,0,0,8232,-,-,2516,0.00
bigOnion,-,-,-,49,2.7,Python,179,-,0,-,-,1,33,-,-,9705,-,Unknown,-,-
billionprince,0,0.00,0.00,3,-,C++,46,0,1,0,0,127,1,0,0,-,Unknown error,Command not found,1416,0.00
binig,0,0.04,0.00,12,-,Java,62,0,0,0,0,1,4,64,0,1941,-,jav,21420,0.04
birdofprey,-,-,-,20,-,C++,75,-,1,-,-,-1,10,-,-,-,not declared,-,-,-
black3r,0,0.72,0.00,5,-,C++,115,0,0,0,0,0,4,0,0,40360,-,-,2504,0.72
blackgrape,-,-,-,3,-,C++,74,-,1,-,-,-1,7,-,-,-,not declared,-,-,-
blazb,0,0.01,0.00,14,-,C++,92,0,0,0,0,0,0,0,0,58296,-,-,2504,0.00
blegat,0,1.84,0.00,6,-,C++,64,0,0,0,0,0,0,0,0,26856,-,-,2356,1.84
blerou,0,0.01,0.00,5,2.7,Python,37,16,0,0,0,0,5,0,0,1590,-,-,6700,0.00
blmarket,0,0.01,0.00,18,-,C++,123,0,0,0,0,0,0,0,0,24800,-,-,2412,0.00
blueandgold11,-,-,-,12,-,C++,91,-,0,-,-,-15,0,-,-,17568,-,Timeout,-,-
bluedawnstar,-,-,-,21,-,C++,83,-,1,-,-,-1,1,-,-,-,not declared,-,-,-
bobogei,0,0.00,0.00,5,-,C++,40,0,0,0,0,0,0,0,0,35336,-,-,2624,0.00
bogdan10bos,0,0.00,0.00,8,-,C++,55,0,0,0,0,0,0,0,0,8200,-,-,2060,0.00
bosung90,0,0.15,0.00,7,-,Java,69,0,0,0,0,0,0,72,0,2809,-,-,33508,0.14
bpa,0,0.07,0.00,18,-,Java,123,0,0,0,0,0,0,72,0,2632,-,-,24316,0.06
branyine,-,-,-,4,2.7,Python,38,-,0,-,-,1,0,-,-,1598,-,File or Dir not found,-,-
brew,0,0.00,0.00,17,2.7,Python,63,0,0,0,0,0,2,8,0,3447,-,-,7068,0.00
brodo5,-,-,-,4,2.7,Python,35,-,0,-,-,1,0,-,-,1854,-,File or Dir not found,-,-
broot,0,0.05,0.00,13,-,Java,46,0,0,0,0,1,2,64,0,2002,-,java.ni,27024,0.04
bryanj,0,0.00,0.00,1,-,C++,43,0,0,0,0,0,0,0,0,9912,-,-,2492,0.00
btzy,0,0.00,0.00,0,-,C++,32,0,0,0,0,0,0,0,0,7752,-,-,2312,0.00
bubblecn,-,-,-,3,-,Java,38,-,2,-,-,-1,1,-,-,-,Unknown error,-,-,-
buidohiep,-,-,-,7,-,C++,51,-,0,-,-,-15,0,-,-,11248,-,Timeout,-,-
buko,0,0.60,0.00,4,-,C++,66,0,0,0,0,0,0,0,0,35480,-,-,2768,0.60
burakov28,0,0.00,0.00,9,-,C++,54,0,0,0,0,0,1,0,0,45840,-,-,2604,0.00
byZumZoom,-,-,-,12,-,C++,65,-,0,-,-,-15,0,-,-,39600,-,Timeout,-,-
bydooweedoo,0,0.01,0.00,4,2.7,Python,24,8,0,0,0,0,1,0,0,1253,-,-,6724,0.01
c2mm,0,0.04,0.00,12,-,Java,66,0,0,0,0,1,0,64,0,2230,-,java,21376,0.03
c3b2a1,0,0.00,0.00,2,-,C++,31,0,0,0,0,0,1,0,0,7504,-,-,2312,0.00
c4big2,-,-,-,3,-,C++,37,-,1,-,-,-1,4,-,-,-,Unknown error,-,-,-
cadburys,-,-,-,5,-,C++,44,-,0,-,-,-15,0,-,-,9048,-,Timeout,-,-
caioaao,-,-,-,13,-,C++,100,-,0,-,-,-15,0,-,-,35872,-,Timeout,-,-
caiwaifung,0,0.00,0.00,8,-,C++,81,0,0,0,0,0,2,0,0,9992,-,-,2644,0.00
canberkk,0,0.04,0.00,13,-,Java,43,0,0,0,0,1,8,64,0,1839,-,java,21332,0.04
caozl,-,-,-,5,-,C++,70,-,1,-,-,-1,2,-,-,-,No such file or directory,-,-,-
caph1993,-,-,-,9,-,C++,36,-,1,-,-,-1,2,-,-,-,Unknown error,-,-,-
capythm,0,0.00,0.00,0,-,C++,36,0,0,0,0,0,0,0,0,9920,-,-,2588,0.00
caracrist,-,-,-,6,-,C++,38,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
carlotheboss,0,0.00,0.00,3,-,C++,38,0,0,0,0,0,0,0,0,26648,-,-,2524,0.00
cdms,-,-,-,10,-,C#,73,-,1,-,-,-1,1,-,-,-,: Program `Solver.exe' does not contain a static `Main' method suitable for an e,-,-,-
